fid,AAV2020,AN,BV2012,COUVERT,DEP,DEPCOM,DOM,ECLAIRE,EPCI,DCIRIS,LAMBERT_X,LAMBERT_Y,QP,QUALI_IRIS,QUALI_QP,QUALI_QVA,QUALI_ZFU,QUALI_ZUS,QUALITE_XY,QVA,REG,SDOM,TYPEQU,UU2020,ZFU,ZUS,NB_SALLES,NB_AIREJEU,codearondo
"6006","304","2021","84007",OUI,"84","84054",F,OUI,"248400319","840540103","863292.6","6315510",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"4","284"
"6007","304","2021","84007",OUI,"84","84054",F,OUI,"248400319","840540103","863292.6","6315510",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F112,"00754",CSZ,CSZ,,"1","284"
"6008","304","2021","84007",OUI,"84","84054",F,OUI,"248400319","840540103","863292.6","6315510",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F114,"00754",CSZ,CSZ,,"1","284"
"6009","304","2021","84007",OUI,"84","84054",F,OUI,"248400319","840540101","864685.1","6315600",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"1","284"
"6010","304","2021","84007",OUI,"84","84054",F,OUI,"248400319","840540103","867429","6313054",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F106,"00754",CSZ,CSZ,,"4","284"
"6011","304","2021","84007",OUI,"84","84054",F,OUI,"248400319","840540105","865649.9","6316512",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"2","284"
"6012","304","2021","84007",NON,"84","84054",F,OUI,"248400319","840540103","865947.4","6313292",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"5","284"
"6013","304","2021","84007",NON,"84","84054",F,OUI,"248400319","840540103","865687.9","6313166",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F102,"00754",CSZ,CSZ,,"1","284"
"6014","304","2021","84007",NON,"84","84054",F,NON,"248400319","840540101","864666.5","6315787",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F102,"00754",CSZ,CSZ,,"1","284"
"6015","040","2021","84007",OUI,"84","84055",F,OUI,"248400251","840550000","856470","6318428",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00754",CSZ,CSZ,,"3","284"
"6016","040","2021","84007",NON,"84","84055",F,NON,"248400251","840550000","855367.8","6318646",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"1","284"
"6017","040","2021","84007",NON,"84","84055",F,OUI,"248400251","840550000","855347","6318576",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"2","284"
"6018","040","2021","84007",IND,"84","84055",F,OUI,"248400251","840550000","855398.4","6318608",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00754",CSZ,CSZ,,"1","284"
"6019","040","2021","84007",NON,"84","84055",F,NON,"248400251","840550000","855377.4","6318580",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"00754",CSZ,CSZ,,"1","284"
"6020","165","2021","84007",NON,"84","84056",F,OUI,"248400236","840560000","851780.8","6337097",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00754",CSZ,CSZ,,"1","284"
"6021","165","2021","84007",OUI,"84","84056",F,OUI,"248400236","840560000","851953.3","6336749",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"1","284"
"6022","165","2021","84007",OUI,"84","84056",F,OUI,"248400236","840560000","851969.4","6337376",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"00754",CSZ,CSZ,,"1","284"
"6023","165","2021","84007",OUI,"84","84056",F,OUI,"248400236","840560000","852071","6337348",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00754",CSZ,CSZ,,"1","284"
"6024","165","2021","84007",NON,"84","84056",F,OUI,"248400236","840560000","852382.6","6336810",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"2","284"
"6025","003","2021","13084",OUI,"13","13024",F,OUI,"200054807","130240000","880940.9","6293732",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"13303",CSZ,CSZ,,"1","113"
"6026","003","2021","13084",NON,"13","13024",F,OUI,"200054807","130240000","881116.1","6293042",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"13303",CSZ,CSZ,,"5","113"
"6027","003","2021","13084",NON,"13","13024",F,NON,"200054807","130240000","881159.8","6293124",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F101,"13303",CSZ,CSZ,,"2","113"
"6028","003","2021","13084",NON,"13","13024",F,NON,"200054807","130240000","881355.2","6293736",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"13303",CSZ,CSZ,,"1","113"
"6029","003","2021","13084",OUI,"13","13024",F,OUI,"200054807","130240000","880886","6293593",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"13303",CSZ,CSZ,,"1","113"
"6030","003","2021","13084",NON,"13","13024",F,NON,"200054807","130240000","881340.2","6293761",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"13303",CSZ,CSZ,,"2","113"
"6031","003","2021","13084",OUI,"13","13024",F,OUI,"200054807","130240000","880893.6","6293608",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"13303",CSZ,CSZ,,"1","113"
"6032","003","2021","13084",OUI,"13","13024",F,OUI,"200054807","130240000","881124","6293750",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"13303",CSZ,CSZ,,"1","113"
"6033","003","2021","13084",NON,"13","13024",F,NON,"200054807","130240000","881442.7","6293751",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"13303",CSZ,CSZ,,"2","113"
"6034","003","2021","13055",NON,"13","13025",F,NON,"200054807","130250000","907039.6","6268850",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"1","113"
"6035","003","2021","13055",NON,"13","13025",F,NON,"200054807","130250000","907091.8","6268864",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"00759",CSZ,CSZ,,"1","113"
"6036","003","2021","13055",NON,"13","13025",F,NON,"200054807","130250000","907095","6268838",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"00759",CSZ,CSZ,,"1","113"
"6037","003","2021","13055",NON,"13","13025",F,OUI,"200054807","130250000","909999.4","6268865",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00759",CSZ,CSZ,,"3","113"
"6038","003","2021","13055",NON,"13","13025",F,NON,"200054807","130250000","907804.3","6268962",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00759",CSZ,CSZ,,"1","113"
"6039","003","2021","13055",OUI,"13","13025",F,OUI,"200054807","130250000","907813.6","6268975",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00759",CSZ,CSZ,,"1","113"
"6040","003","2021","13055",OUI,"13","13026",F,OUI,"200054807","130260105","871379.3","6257870",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"00759",CSZ,CSZ,,"1","413"
"6041","003","2021","13055",NON,"13","13026",F,OUI,"200054807","130260105","871379.3","6257870",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"1","413"
"6042","003","2021","13055",OUI,"13","13026",F,OUI,"200054807","130260105","871379.3","6257870",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","413"
"6043","003","2021","13055",OUI,"13","13026",F,OUI,"200054807","130260105","871379.3","6257870",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","413"
"6044","003","2021","13055",NON,"13","13026",F,OUI,"200054807","130260105","871379.3","6257870",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"00759",CSZ,CSZ,,"2","413"
"6045","003","2021","13055",OUI,"13","13026",F,OUI,"200054807","130260105","871379.3","6257870",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","413"
"6046","003","2021","13055",NON,"13","13026",F,NON,"200054807","130260105","871379.3","6257870",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00759",CSZ,CSZ,,"1","413"
"6047","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070104","851258.1","6316422",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00754",HZ,HZ,,"4","284"
"6048","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070103","850813","6317439",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00754",HZ,HZ,,"1","284"
"6049","040","2021","84007",OUI,"84","84007",F,NON,"248400251","840070130","844796.9","6316381",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00754",9312ZZF,"9312040",,"1","284"
"6050","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070130","844796.9","6316381",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00754",9312ZZF,"9312040",,"1","284"
"6051","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070136","847284","6318375",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00754",HZ,"9312050",,"1","284"
"6052","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070136","847211.8","6318405",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",HZ,"9312050",,"1","284"
"6053","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070137","845530.9","6318976",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F118,"00754",HZ,HZ,,"1","284"
"6054","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070137","845527","6319005",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00754",HZ,HZ,,"2","284"
"6055","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070137","846975.2","6320469",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00754",HZ,HZ,,"4","284"
"6056","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070137","846942.4","6320498",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00754",HZ,HZ,,"1","284"
"6057","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070137","846912.7","6320462",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00754",HZ,HZ,,"3","284"
"6058","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070129","844941.9","6316115",QP084002,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00754",HZ,HZ,,"1","284"
"6059","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070137","846143.74","6321174.37",HZ,"1","1","1","1","1",Bonne,HZ,"93",F1,F106,"00754",HZ,HZ,,"3","284"
"6060","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070137","846115.6","6321195",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F106,"00754",HZ,HZ,,"2","284"
"6061","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070136","847344.2","6317993",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",HZ,"9312050",,"3","284"
"6062","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070118","847198.9","6318025",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00754",HZ,"9312050",,"1","284"
"6063","040","2021","84007",NC,"84","84007",F,NC,"248400251","840070137","844421.7","6318674",HZ,"2","2","2","2","2",Bonne,HZ,"93",F2,F203,"00754",HZ,HZ,,"1","284"
"6064","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070137","844317.5","6318703",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",HZ,HZ,,"1","284"
"6065","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070132","844419","6317383",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00754",HZ,HZ,,"3","284"
"6066","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070128","845754.1","6315938",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00754",9312ZZF,HZ,,"2","284"
"6067","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070131","844242.9","6316229",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",9312ZZF,"9312040",,"1","284"
"6068","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310102","863876.1","6329274",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F120,"00754",CSZ,HZ,,"1","384"
"6069","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310102","863585.7","6328693",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F120,"00754",CSZ,HZ,,"2","384"
"6070","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310102","863684","6328671",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F112,"00754",CSZ,HZ,,"3","384"
"6071","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310107","864266","6330343",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F103,"00754",CSZ,HZ,,"6","384"
"6072","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310103","862998.9","6330740",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F111,"00754",CSZ,HZ,,"1","384"
"6073","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310103","863238","6330824",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F102,"00754",CSZ,HZ,,"1","384"
"6074","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310105","865020.8","6331063",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F107,"00754",CSZ,HZ,,"1","384"
"6075","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310105","864997.9","6330957",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F121,"00754",CSZ,HZ,,"1","384"
"6076","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310105","865049.2","6330988",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F113,"00754",CSZ,HZ,,"1","384"
"6077","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310107","863680.8","6330561",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F120,"00754",CSZ,HZ,,"3","384"
"6078","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310106","864777.9","6328848",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F103,"00754",CSZ,HZ,,"4","384"
"6079","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310106","865115.2","6329132",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F109,"00754",CSZ,HZ,,"1","384"
"6080","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310106","864823.6","6329187",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F117,"00754",CSZ,HZ,,"2","384"
"6081","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310106","864784.4","6329089",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F113,"00754",CSZ,HZ,,"4","384"
"6082","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310106","864992.1","6329152",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F107,"00754",CSZ,HZ,,"1","384"
"6083","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310106","864794.9","6329363",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F101,"00754",CSZ,HZ,,"2","384"
"6084","148","2021","84007",NON,"84","84031",F,OUI,"248400053","840310106","864892.5","6329310",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F103,"00754",CSZ,HZ,,"7","384"
"6085","148","2021","84007",NON,"84","84031",F,NON,"248400053","840310106","864824.9","6329291",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F111,"00754",CSZ,HZ,,"8","384"
"6086","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310106","865002.7","6329265",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F114,"00754",CSZ,HZ,,"1","384"
"6087","148","2021","84007",OUI,"84","84031",F,OUI,"248400053","840310102","863545.8","6330019",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F116,"00754",CSZ,HZ,,"1","384"
"6088","148","2021","84007",OUI,"84","84031",F,NON,"248400053","840310102","863544.2","6330018",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F114,"00754",CSZ,HZ,,"2","384"
"6089","165","2021","84007",NON,"84","84056",F,OUI,"248400236","840560000","852290.3","6336818",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F101,"00754",CSZ,CSZ,,"1","284"
"6090","165","2021","84007",NON,"84","84056",F,NON,"248400236","840560000","852206.7","6336833",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F109,"00754",CSZ,CSZ,,"1","284"
"6091","165","2021","84007",OUI,"84","84056",F,OUI,"248400236","840560000","852124.3","6336762",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"00754",CSZ,CSZ,,"1","284"
"6092","165","2021","84007",OUI,"84","84056",F,OUI,"248400236","840560000","852392.1","6336746",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00754",CSZ,CSZ,,"1","284"
"6093","165","2021","84007",NON,"84","84056",F,OUI,"248400236","840560000","852487.7","6336867",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"3","284"
"6094","275","2021","84007",NC,"84","84057",F,NC,"200040624","840570000","880754.2","6316766",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,CSZ,CSZ,CSZ,,"1","184"
"6095","275","2021","84007",NON,"84","84057",F,NON,"200040624","840570000","881102.4","6314868",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,CSZ,CSZ,CSZ,,"2","184"
"6096","275","2021","84007",NC,"84","84057",F,NC,"200040624","840570000","880989.2","6316696",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,CSZ,CSZ,CSZ,,"1","184"
"6097","275","2021","84007",NON,"84","84057",F,NON,"200040624","840570000","881032.4","6316559",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,CSZ,CSZ,CSZ,,"2","184"
"6098","275","2021","84007",NON,"84","84057",F,NON,"200040624","840570000","881082","6316510",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,CSZ,CSZ,CSZ,,"1","184"
"6099","275","2021","84007",NON,"84","84057",F,NON,"200040624","840570000","881055.7","6316532",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,CSZ,CSZ,CSZ,,"1","184"
"6100",CSZ,"2021","84007",NC,"84","84058",F,NC,"200040624","840580000","882412.7","6304616",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,CSZ,CSZ,CSZ,,"1","184"
"6101",CSZ,"2021","84007",NON,"84","84058",F,OUI,"200040624","840580000","882905.9","6306580",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,CSZ,CSZ,CSZ,,"1","184"
"6102",CSZ,"2021","84007",NON,"84","84059",F,OUI,"248400053","840590000","864083.6","6340694",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,CSZ,CSZ,CSZ,,"1","384"
"6103",CSZ,"2021","84007",OUI,"84","84059",F,OUI,"248400053","840590000","864107","6340687",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,CSZ,CSZ,CSZ,,"1","384"
"6104",CSZ,"2021","84007",NON,"84","84059",F,NON,"248400053","840590000","864105.1","6340392",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,CSZ,CSZ,CSZ,,"1","384"
"6105","165","2021","84019",OUI,"84","84061",F,OUI,"248400160","840610000","847729.7","6349565",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,CSZ,CSZ,CSZ,,"1","284"
"6106","165","2021","84019",NON,"84","84061",F,NON,"248400160","840610000","847385.9","6349401",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,CSZ,CSZ,CSZ,,"1","284"
"6107","304","2021","84007",NON,"84","84062",F,OUI,"200040442","840620000","869052","6312852",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00754",CSZ,CSZ,,"2","284"
"6108","304","2021","84007",OUI,"84","84062",F,OUI,"200040442","840620000","869815.3","6312717",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00754",CSZ,CSZ,,"1","284"
"6109","304","2021","84007",NC,"84","84062",F,NC,"200040442","840620000","869845","6312627",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"00754",CSZ,CSZ,,"2","284"
"6110","304","2021","84007",NON,"84","84062",F,OUI,"200040442","840620000","869471.3","6312412",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00754",CSZ,CSZ,,"2","284"
"6111","304","2021","84007",NON,"84","84062",F,OUI,"200040442","840620000","869524.5","6312318",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00754",CSZ,CSZ,,"2","284"
"6112","003","2021","13055",NON,"13","13112",F,OUI,"200054807","131120101","881662.6","6273333",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"00759",CSZ,CSZ,,"7","113"
"6113","003","2021","13055",NON,"13","13112",F,NON,"200054807","131120101","881756.8","6273236",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F117,"00759",CSZ,CSZ,,"1","113"
"6114","003","2021","13055",OUI,"13","13112",F,OUI,"200054807","131120101","881762.7","6273256",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","113"
"6115","003","2021","13055",NON,"13","13112",F,OUI,"200054807","131120101","881756.8","6273236",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F101,"00759",CSZ,CSZ,,"1","113"
"6116","003","2021","13055",OUI,"13","13112",F,OUI,"200054807","131120101","881763.5","6273257",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","113"
"6117","003","2021","13055",NON,"13","13112",F,OUI,"200054807","131120101","881698.6","6273376",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F109,"00759",CSZ,CSZ,,"1","113"
"6118","003","2021","13055",OUI,"13","13112",F,OUI,"200054807","131120103","881875.6","6272983",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","113"
"6119","003","2021","13055",NON,"13","13112",F,OUI,"200054807","131120103","881875.6","6272983",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F107,"00759",CSZ,CSZ,,"1","113"
"6120","003","2021","13055",NON,"13","13112",F,OUI,"200054807","131120102","882789.9","6272158",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"2","113"
"6121","003","2021","13055",OUI,"13","13112",F,OUI,"200054807","131120102","882811.6","6272078",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00759",CSZ,CSZ,,"2","113"
"6122","003","2021","13055",OUI,"13","13112",F,OUI,"200054807","131120102","882725.7","6272141",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","113"
"6123","003","2021","13055",OUI,"13","13112",F,OUI,"200054807","131120102","882768.1","6272241",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","113"
"6124","003","2021","13055",NON,"13","13112",F,OUI,"200054807","131120103","879521.5","6274076",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"3","113"
"6125","003","2021","13055",NON,"13","13112",F,NON,"200054807","131120102","883311.2","6272346",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F109,"00759",CSZ,CSZ,,"1","113"
"6126","003","2021","13055",OUI,"13","13112",F,OUI,"200054807","131120103","882204.1","6273067",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00759",CSZ,CSZ,,"3","113"
"6127","003","2021","13055",NON,"13","13112",F,OUI,"200054807","131120103","879641.3","6273872",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"2","113"
"6128","003","2021","13055",OUI,"13","13113",F,OUI,"200054807","131130103","900630.1","6280820",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","113"
"6129","003","2021","13055",NON,"13","13113",F,OUI,"200054807","131130101","901377.2","6280578",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"00759",CSZ,CSZ,,"11","113"
"6130","003","2021","13055",OUI,"13","13113",F,OUI,"200054807","131130101","901574.2","6280405",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F101,"00759",CSZ,CSZ,,"3","113"
"6131","003","2021","13055",NON,"13","13113",F,OUI,"200054807","131130101","901435","6280716",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F117,"00759",CSZ,CSZ,,"1","113"
"6132","003","2021","13055",OUI,"13","13113",F,OUI,"200054807","131130101","901446.4","6280511",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00759",CSZ,CSZ,,"2","113"
"6133","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070104","850455.9","6316814",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",HZ,HZ,,"2","284"
"6134","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070103","850715.4","6317590",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",HZ,HZ,,"1","284"
"6135","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070103","850836","6317483",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00754",HZ,HZ,,"2","284"
"6136","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070104","850429","6316867",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00754",HZ,HZ,,"1","284"
"6137","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070103","850836","6317483",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00754",HZ,HZ,,"1","284"
"6138","040","2021","84007",NON,"84","84007",F,OUI,"248400251","840070137","846387","6322371",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F118,"00754",HZ,HZ,,"1","284"
"6139","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070113","845515.3","6318569",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F116,"00754",HZ,HZ,,"1","284"
"6140","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070127","846384.5","6316642",QP084002,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00754",9312ZZF,"9312030",,"1","284"
"6141","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070127","846300.6","6316656",QP084002,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00754",9312ZZF,"9312030",,"1","284"
"6142","040","2021","84007",OUI,"84","84007",F,OUI,"248400251","840070128","845666.4","6316012",QP084002,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00754",9312ZZF,HZ,,"1","284"
"6143","040","2021","84007",NON,"84","84007",F,NON,"248400251","840070116","848488.8","6318051",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00754",HZ,HZ,,"1","284"
